tic,year,quarter,timestamp_Q,timestamp_A,timestamp_et_q_start,timestamp_et_q_end,timestamp_et_a_start,timestamp_et_a_end,section,speaker_name_Q,speaker_title_Q,question_text,speaker_name_A,speaker_title_A,answer_text,assertive_label,assertive_score,cautious_label,cautious_score,optimistic_label,optimistic_score,specific_label,specific_score,clear_label,clear_score,relevant_label,relevant_score,sent_section_id,qa_assertive_signed,qa_cautious_signed,qa_optimistic_signed,qa_specific_signed,qa_clear_signed,qa_relevant_signed,qa_assertive_cumulative,qa_cautious_cumulative,qa_optimistic_cumulative,qa_specific_cumulative,qa_clear_cumulative,qa_relevant_cumulative,qa_assertive_sentence_level_CP,qa_cautious_sentence_level_CP,qa_optimistic_sentence_level_CP,qa_specific_sentence_level_CP,qa_clear_sentence_level_CP,qa_relevant_sentence_level_CP
TRV,2021,2,3565.512,3680.408,2021-07-20 09:59:00.161000-04:00,2021-07-20 09:59:25.512000-04:00,2021-07-20 09:59:25.512000-04:00,2021-07-20 10:01:20.408000-04:00,QA,Brian Meredith,"Analyst, UBS","Yeah, thanks. Most of them have asked, just curious, you know, wildfires are kind of kicking up here in the West Coast. Maybe you can talk a little bit about what you've kind of been doing over the last couple of years to kind of manage your exposure to wildfires.",Michael Klein,"President, Personal Insurance","Sure, Brian. This is Michael, and certainly we're managing our exposure to wildfire across across the business, but, you know, I'll start with personal insurance. I think a lot of the actions are common across the place, but Greg can chime in if I miss anything on the commercial line side. You know, it really is a continuation of the conversation that we've been having with you in terms of the way we've been managing it. I think we've talked a lot about California in particular in the context of wildfires, but certainly the peril is a peril that exposes us across more states in the West than just California. So one specific development I would point you to in 2021 is we've extended our agreement with wildfire defense systems to apply to Colorado in addition to California. So we've got that sort of risk prevention partnership extending across an additional state in the West, which we think on the margin is helpful. And then maybe just an update on our progress in California, you know, in addition to the launch of the new product, which we successfully got in market in 2020, we're now converting California policies to that new product. So think new pricing segmentation, think new rate level, think new eligibility as respect to wildfire exposure. And just last month, we got an additional 6.9% rate increase approved on the property product in the state. So we continue to manage through rate eligibility, terms and conditions, And we do continue to work our way through the non-renewal activity subject to the lifting of the moratoriums as they expire as another lever we're pulling. And again, a lot of those are specific California comments, but you can think about those, you know, in terms of, again, segmentation modeling, exposure management applying more broadly across the West.",positive,0.591,neutral,0.71,positive,0.563,positive,0.97,positive,0.931,positive,0.975,20,0.591,0.0,0.563,0.97,0.931,0.975,8.683,0.0,1.8119999999999998,12.932,16.745,17.476,0,0,0,0,0,0
TRV,2021,2,3701.834,3734.187,2021-07-20 10:01:20.408000-04:00,2021-07-20 10:01:41.834000-04:00,2021-07-20 10:01:41.834000-04:00,2021-07-20 10:02:14.187000-04:00,QA,Brian Meredith,"Analyst, UBS","Thanks. I guess a quick follow-up here. Just curious, you continue to have some really strong growth in your commercial property lines. Can you talk a little bit about what the kind of market dynamics are in that line? That's the one area that I thought we're seeing pricing really kind of moderate the quickest.",Greg Toblowski,"President, Business Insurance","Yeah. As you saw, we had a plus 9% across the property line. And really, the primary amount of growth underneath that is RPC driven. And that's why we We gave you that supplement exhibit where excess casualty and national property were two of our many specialty lines that we have, but two that have certainly been the poster children for some rate momentum over the last couple of years. And as I said, still get in double digit, but moderating somewhat. But that's what's driving that growth.",positive,0.561,neutral,0.671,positive,0.653,positive,0.933,positive,0.94,positive,0.973,21,0.561,0.0,0.653,0.933,0.94,0.973,9.244,0.0,2.465,13.865,17.685,18.448999999999998,0,0,0,0,0,0
TRV,2021,2,3761.387,3786.157,2021-07-20 10:02:14.187000-04:00,2021-07-20 10:02:41.387000-04:00,2021-07-20 10:02:41.387000-04:00,2021-07-20 10:03:06.157000-04:00,QA,Mayor Shields,"Analyst, KBW","Great. Thank you so much for fitting me in. One last ??well, obviously, last question on personal auto. Can you talk about the trajectory of frequency month by month in the second quarter just so we can assess what's going on?",Michael Klein,"President, Personal Insurance","Um, Meyer, I don't know if I'm going to give you a number of more specifically inside the quarter. I think, I think what we said, well, we'll let Stan, which is, um, you know, that, that as we acted at the quarter frequency was closer to pre pandemic levels. Um, you know, you sort of know where it had been running, I think coming into the quarter and again, it, it approached pre pandemic levels as, as, as we left the quarter.",neutral,0.457,neutral,0.691,neutral,0.806,positive,0.516,positive,0.732,positive,0.947,22,0.0,0.0,0.0,0.516,0.732,0.947,9.244,0.0,2.465,14.381,18.417,19.396,0,0,1,0,0,0
TRV,2021,2,3814.029,3860.623,2021-07-20 10:03:06.157000-04:00,2021-07-20 10:03:34.029000-04:00,2021-07-20 10:03:34.029000-04:00,2021-07-20 10:04:20.623000-04:00,QA,Mayor Shields,"Analyst, KBW","Okay. Fair enough. Um, and then I, I guess for Greg, When we look at the presentation on select accounts, the RPC for the first quarter of 21 showed up as 8.8%. When you actually reported 1.2, it was 6.7. That seems from the outside like a big change. I was hoping you could talk about the process and how we should think about the inherent estimates in the RPC.",Greg Toblowski,"President, Business Insurance","Yeah, both of those quarters, both of them, The fourth quarter and the first quarter developed up, as you said, about two points. And I'll just remind you, that's an estimate of what we believe the current force is going to look like in terms of the exposure growth. So we're always estimating that. And when you have a V impact in the economy, your models sometimes don't keep up with that really quick and adroit change that's happening. So, we basically shortened our model period. So, if we were using a six-month moving average, think we moved to a three-month moving average to try to keep up with that change in the marketplace, and that gives us a little bit change in the development. So, we think we'll be in front of that going forward, but that was basically the methodology underneath that.",positive,0.482,neutral,0.665,neutral,0.88,positive,0.915,positive,0.902,positive,0.981,23,0.482,0.0,0.0,0.915,0.902,0.981,9.726,0.0,2.465,15.296,19.319,20.377,0,0,0,0,0,0
TRV,2021,2,3874.718,3884.505,2021-07-20 10:04:20.623000-04:00,2021-07-20 10:04:34.718000-04:00,2021-07-20 10:04:34.718000-04:00,2021-07-20 10:04:44.505000-04:00,QA,Conference Operator,Moderator,"Male Speaker 2 Thank you. Are there no further questions at this time? Ms. Abby Goldstein, please continue.",Abby Goldstein,Senior Vice President of Investor Relations,"Thank you very much. Appreciate everyone's time and for joining us this morning. And as always, if there's any follow-ups, please get in touch with us in those relations. Have a good day, everyone.",neutral,0.523,neutral,0.732,neutral,0.843,neutral,0.562,positive,0.682,positive,0.541,24,0.0,0.0,0.0,0.0,0.682,0.541,9.726,0.0,2.465,15.296,20.001,20.918,0,0,0,1,0,0
TRV,2021,3,1777.347,1863.062,2021-10-19 09:29:33.714000-04:00,2021-10-19 09:29:37.347000-04:00,2021-10-19 09:29:37.347000-04:00,2021-10-19 09:31:03.062000-04:00,QA,Michael Phillips,"Analyst, Morgan Stanley","Good morning, everybody. First question, Alan, I think might be to your opening comments on BI. And you listed a number of reasons why pricing environments should remain strong. I guess maybe help us define or think about what you mean by strong and how we can think about maybe margins for BI into next year or I guess the back half of next year. We have pricing now kind of close to where loss trends are. So just kind of help think about when you list those reasons why pricing should remain strong. you know, should we expect this pricing to, it seems like start to converge with where loss trends are, which obviously could have some impact and margins into 2022. So just comment on what you meant by strong there.",Alan Schnitzer,Chairman and CEO,"Yeah, good morning and thanks for the question. You're very narrowly, I think, focusing on rate versus loss trend. And by the way, there's still a margin there. And even if you look at pure rate over, you know, some long historical period, the rate we continue to get is actually a pretty good number. But if you look at the overall pricing number, I mean, at 9.9, that's, you know, practically an all-time high, and there's a lot of margin in that exposure. So we continue to see a nice spread between, you know, written price and lost trend, and I do think that's the right way to think about it. Nonetheless, as we, you know, we know what our product returns are, we know what the headwinds are, we know what our objectives are in terms of our returns, and we know what we need to do. So I think that from here, pricing will continue to be strong. Now, we've also been getting pretty good pricing for some time now, and it's been compounding for a while. And so you've got different lines in different places. Some need more help than others. And so from here, the rate of increase is going to be impacted by that. So some lines are The rate of increase will be, you know, higher. Some will go sideways. Some ??there will still be an increase, but the rate of increase may go down. But overall, you know, we continue to expect pricing to remain strong. I'm not sure we're going to put much more dimension around it other than that, but hopefully that gives you some color to topple.",positive,0.572,neutral,0.657,positive,0.634,positive,0.939,positive,0.901,positive,0.98,1,0.572,0.0,0.634,0.939,0.901,0.98,0.572,0.0,0.634,0.939,0.901,0.98,0,0,0,0,0,0
TRV,2021,3,1917.865,2054.605,2021-10-19 09:31:03.062000-04:00,2021-10-19 09:31:57.865000-04:00,2021-10-19 09:31:57.865000-04:00,2021-10-19 09:34:14.605000-04:00,QA,Michael Phillips,"Analyst, Morgan Stanley","It does. Yeah, thank you. I appreciate that. Second question for you or Mike maybe on personal auto. Mike, I appreciate your comments on it was more of a frequency-backed pre-pandemic. To a lesser degree, the environmental issue is with loss severity. So I guess, do you think the loss severity side there on auto, has it peaked? Will it get worse from here, do you think? And how long-lasting will that be? I ask that because I wonder if it's to a lesser degree that. The 97% core, you know, it's not that much higher than where you were pre-pandemic, 96, 95, and that kind of range. So I ask those questions because I wonder how much rate you think you need in personal auto if those things have already peaked. I'm not sure if they have or how long they might last. And your comment was they're to a lesser degree anyway. So any comments there would be appreciated.",Alan Schnitzer,Chairman and CEO,"Yeah, sure, Michael. It's Michael here. I would say a couple of things about that. So To dimensionalize that a little bit more for you, the auto underlying combined was up 15 points in the quarter. We'd say three quarters of that was loss experience returning to pre-pandemic levels. And about a quarter, about a remaining quarter of that is the trends in increased cost to repair and replace that we talked about last quarter that essentially continued into the quarter. In terms of how long it's going to last, I can point you to a little bit of external data that might help there. There's certainly pressure on the system. A lot of the costs relate to total losses and replacement cost values for total vehicles, which tracks pretty closely with used car prices. And inside the quarter, we were actually encouraged by the July and August data from places like the Moody's Used Car Price Index that looked like the peak had happened in May and June and was starting to decline in the first part of the quarter. Now, that data ticked back up again in September. And I think it's ticked back up reflects the pressure on the system. You know, you had Ida occur in the quarter. Estimates are that over 200,000 vehicles were destroyed there. in that event at the same time that you have vehicle inventories in the U.S. at historic lows. And so, you know, I think we're going to see continued pressure on the cost to repair and replace related to supply chain, related to labor, and related to used car parts and prices. But, again, that was about a quarter of the 15 points. and we will factor that into our underwriting pricing decisions as we move forward. And I would just add to that, you know, the good news is this is impacting short-tail lines where we can see it very quickly and react to it, and the reserves are obviously, you know, significantly way less leveraged given the duration of those liabilities.",positive,0.522,neutral,0.601,neutral,0.665,positive,0.964,positive,0.859,positive,0.976,2,0.522,0.0,0.0,0.964,0.859,0.976,1.0939999999999999,0.0,0.634,1.903,1.76,1.956,0,0,0,0,0,0
TRV,2021,3,2099.096,2176.876,2021-10-19 09:34:14.605000-04:00,2021-10-19 09:34:59.096000-04:00,2021-10-19 09:34:59.096000-04:00,2021-10-19 09:36:16.876000-04:00,QA,,,"Hey, Greg. Good morning. Maybe I'm moving to focusing on the business segment. In Greg's commentary, he parsed apart the year-over-year improvement in the underlying loss ratio, and it was noted that two points came from a favorable impact from the pandemic. Maybe you could give us more details on that, and I believe that's a more favorable impact versus what you've laid out in previous quarters.",Dan Fry,Chief Financial Officer,"Hey, Mike, it's Dan Fry. So just to clarify Greg's comments, of about a four-point improvement, you had about two points come from price versus trend, and then two points come from the combination of uh favorable impact of the pandemic and some favorability in non-cat property losses you're you're right in terms of the impact on business insurance from the pandemic last year in the third quarter we gave you that the favorable impact uh was about a half a point And that was the net of direct charges that we took related to COVID. Think things like workers' comp charges for COVID-19, somebody contracts a disease. And that was more than offset by indirect impacts, things like lower frequency on commercial auto. This year, you've got a larger net impact, but it's really the impact of the absence of those direct charges. We're not seeing that anywhere near the same level we saw a year ago. But the two points you're talking about was not just attributable to COVID. It was attributable to the combination of COVID and non-CAT property experience.",positive,0.487,neutral,0.682,neutral,0.843,positive,0.964,positive,0.862,positive,0.89,3,0.487,0.0,0.0,0.964,0.862,0.89,1.581,0.0,0.634,2.867,2.622,2.846,0,0,0,0,0,0
TRV,2021,3,2199.299,2224.976,2021-10-19 09:36:16.876000-04:00,2021-10-19 09:36:39.299000-04:00,2021-10-19 09:36:39.299000-04:00,2021-10-19 09:37:04.976000-04:00,QA,,,"Got it. And has any, you know, if we parse through all the lost cost commentary between commercial lines and personal lines, I know there's a lot of moving parts. But, you know, what do you say on a 100,000-foot view that Travelers has kind of an updated view of loss trend?",Dan Fry,Chief Financial Officer,"So a little different between the two. In business insurance, you've got a lot of moving parts, including mix of business, but we haven't seen a meaningful change in our view of long-term normalized trend. In personal insurance, given Michael's comments, we've taken a slightly increased view of what we say is our view of long-term normalized trend.",positive,0.441,neutral,0.72,neutral,0.909,positive,0.51,positive,0.906,positive,0.971,4,0.441,0.0,0.0,0.51,0.906,0.971,2.022,0.0,0.634,3.377,3.528,3.817,0,0,0,0,0,0
TRV,2021,3,2275.466,2407.747,2021-10-19 09:37:04.976000-04:00,2021-10-19 09:37:55.466000-04:00,2021-10-19 09:37:55.466000-04:00,2021-10-19 09:40:07.747000-04:00,QA,Elise Greenspan,"Analyst, Wells Fargo","Hi, thanks. My first question is on personal auto as well. You guys are talking about trying to take some price, I believe you said, over the next few quarters. Are you concerned as you look for a greater price that there could be some pushback from regulators? Obviously, loss trend just spiked of late, but, you know, it seems like they're also looking at, you know, 2020, which was an extremely profitable year for the industry. So how do you think about regulators and just the level of price, you know, you're looking to take within your personal outlook?",Michael Klein,"President, Personal Insurance","Sure, Elise. It's Michael. Thanks for the question. And before I address the question, I think I may have misspoken the in the script i think i said that uh auto rpc was impacted by the rate increases we filed in response to the pandemic obviously we didn't file rate increases in response to the pandemic those were rate decreases um which by the way i think is relevant to your question right so um as we are in the conversations with regulators which are active and ongoing as we speak uh we're in conversations with them about that loss history we're also in conversations with them about the actions we took in response which included rate decreases in a variety of jurisdictions, which included premium refunds to customers in a variety of jurisdictions. And so, you know, we're having conversations with them around how we align pricing with loss costs over time and engage in discussions with them about how to view the 2020 loss experience in that context. If I take a step back and think about the process a little bit more broadly, what we would say about the process of getting rate is that it is an ongoing dialogue between us and the regulators. It's about an exchange of information to justify the pricing that you think you need on a go-forward basis. And generally speaking, what we have found is we've been able to get to a point where we can align price with loss costs over time. You'll have some challenging conversations in some jurisdictions and maybe less challenging conversations in others. To put a little bit of a point on the 40 jurisdictions, we do expect some of those increases to become effective in Q4. And actually, a couple of them literally this month. So we're on the way to getting those increases filed and approved. And then as we've talked about, it'll take time for them to get written and then earned into the book of business. But we're making progress.",positive,0.541,neutral,0.617,neutral,0.628,positive,0.966,positive,0.922,positive,0.971,5,0.541,0.0,0.0,0.966,0.922,0.971,2.5629999999999997,0.0,0.634,4.343,4.45,4.788,0,0,0,0,0,0
TRV,2021,3,2442.516,2499.924,2021-10-19 09:40:07.747000-04:00,2021-10-19 09:40:42.516000-04:00,2021-10-19 09:40:42.516000-04:00,2021-10-19 09:41:39.924000-04:00,QA,Elise Greenspan,"Analyst, Wells Fargo","Thanks. And then my second question just goes back, I guess, to the prior question as well. You guys have been within BI at around that 5% overall loss trend for, I think, like six quarters now. You know, obviously, it sounds like things have been slow to, you know, fully get back to normal with the pandemic. But as courts have started to be open, is there anything you guys are paying attention to just on the inflation side, you know, as we think about loss trends, just as well as, you know, expectations, you know, as we go into 2022?",Alan Schnitzer,Chairman and CEO,"Yeah, at least as you'd imagine, we're looking at all the data that comes in every quarter and, you know, there are some things that are moving up and there are some other things that are moving down. It varies by line. We've got still some frequency benefit in the commercial auto space. There's some severity in certain elements. But those are things that we're more levered to in Michael's business than we are in Greg's business in terms of the relative mix of lost costs. So we've got our finger on the pulse of all those things, and our aggregate conclusion is there's not much of a change there. And at least I'd add to that, there was nothing unusual about this quarter relative to any other quarter. We're always looking at frequency and severity in every line, and occasionally there's something that will move here and there. But again, this is a view of long-term trend and... So nothing really unusual in the court.",positive,0.562,neutral,0.73,neutral,0.652,positive,0.809,positive,0.861,positive,0.969,6,0.562,0.0,0.0,0.809,0.861,0.969,3.125,0.0,0.634,5.152,5.311,5.757,0,0,0,0,0,0
TRV,2021,3,2531.968,2633.517,2021-10-19 09:41:39.924000-04:00,2021-10-19 09:42:11.968000-04:00,2021-10-19 09:42:11.968000-04:00,2021-10-19 09:43:53.517000-04:00,QA,Mike Zurimski,"Analyst, Wolf Research","Hey, thanks. Good morning. I just had a couple from Michael. The first one is thinking about your auto book as being largely preferred as I guess in your mind, what are some of the advantages and disadvantages of having a preferred book versus a less preferred book when we think about the lost trend environment post-pandemic?",Michael Klein,"President, Personal Insurance","Yeah, good question, Ryan. I think there's a couple of things there. You know, we generally, I would say, are going to be impacted by COVID. commuting patterns that are more related to office jobs when you think about the general profile of a preferred book. I think the other dynamic you see in a preferred book, though, is newer vehicles with more technology. And so when you think about some of the cost pressures on repair and replacement costs, that's going to put upward pressure there. And I would say that while we saw I think some differences over the past 12 to 18 months that you could sort of point to in different parts of the country, different books of business, in terms of how the pandemic impacted different segments differently. As we sit here today, the economy is broadly recovering. The country is broadly recovering. So you don't see quite as many differences, I don't think, geographically or by segment that are driving differences in loss experience across segments of the industry. The other thing that's true of our book of business is it's heavily rounded. And so, you know, while we talk a lot about the individual lines of business, we certainly look at customers and the total portfolio as we look to manage it.",positive,0.61,neutral,0.673,neutral,0.682,positive,0.901,positive,0.923,positive,0.977,7,0.61,0.0,0.0,0.901,0.923,0.977,3.735,0.0,0.634,6.053,6.234,6.734,0,0,0,0,0,0
TRV,2021,3,2656.146,2724.03,2021-10-19 09:43:53.517000-04:00,2021-10-19 09:44:16.146000-04:00,2021-10-19 09:44:16.146000-04:00,2021-10-19 09:45:24.030000-04:00,QA,Mike Zurimski,"Analyst, Wolf Research","Got it. And my follow-up is, you know, hearing you say that frequency is back at pre-pandemic levels, I guess I'd always thought about pre-pandemic as kind of being a ceiling for frequency, you know, where it would return to. Is that how you're thinking about it? Or based on what you're seeing, do you actually think frequency could run above pre-pandemic levels?",Michael Klein,"President, Personal Insurance","Yeah, it's a great question, Ryan. I would say, you know, underneath frequency. We look at driving activity. We look at trips. We look at mix of activity. And, you know, a lot of the patterns that we've talked about in the past, we continue to see. So on the one hand, we continue to see whether we look at our own IntelliDrive data, whether we look at Google Mobility data, you know, again, fewer commute trips. On the other hand, we actually see elevated shopping trips and recreational trips. And so the mix of miles has changed. But mileage broadly, when you look at Department of Transportation data, again, our IntelliDrive data, MS2 sensor data is back to pre-pandemic levels, as is frequency. So, you know, again, the mix looks a little bit different, but miles driven trips broadly are back sort of close to where they had been. And so, as we talked about a little bit earlier, we see, you know, the frequency return is sort of in line with the trends we outlined last quarter coming into this quarter.",positive,0.582,neutral,0.776,positive,0.535,positive,0.931,positive,0.91,positive,0.97,8,0.582,0.0,0.535,0.931,0.91,0.97,4.317,0.0,1.169,6.984,7.144,7.704,0,0,0,0,0,0
TRV,2021,3,2756.877,2783.936,2021-10-19 09:45:24.030000-04:00,2021-10-19 09:45:56.877000-04:00,2021-10-19 09:45:56.877000-04:00,2021-10-19 09:46:23.936000-04:00,QA,Jimmy Volar,"Analyst, JP Morgan","Hi, good morning. I had a couple of questions both on the commercial side First, can you talk about what you're seeing in terms of pricing in some of your main lines, specifically commercial auto and then workers' comp? Have you seen a bottoming there, or is it still soft? And then I had another one.",Greg Teslowski,"President, Business Insurance","Good morning. Yeah, we continue to see workers' comp. This is Greg, by the way. Good morning. Workers' comp bumped below the water level, and so we had a slight negative with workers' comp. Other than that, you know, we continue to be led with excess casualty and umbrella automobile and property. That gives you just a little bit of color in terms of the range of rate activity from the most positive to least.",neutral,0.467,neutral,0.745,neutral,0.835,positive,0.677,positive,0.834,positive,0.888,9,0.0,0.0,0.0,0.677,0.834,0.888,4.317,0.0,1.169,7.661,7.978,8.592,1,0,0,0,0,0
TRV,2021,3,2804.897,2848.075,2021-10-19 09:46:23.936000-04:00,2021-10-19 09:46:44.897000-04:00,2021-10-19 09:46:44.897000-04:00,2021-10-19 09:47:28.075000-04:00,QA,Jimmy Volar,"Analyst, JP Morgan","Okay. And then how do you think about inflation affecting lost costs in commercial lines? I think Alan had mentioned you're assuming lost costs are fairly stable, but have you seen inflation begin to have an impact, or do you not think that's a factor on the commercial side?",Alan Schnitzer,Chairman and CEO,"Yeah, Jimmy, we certainly see it, but you've got to start with what are we seeing relative to our expectations, because we certainly expected some level of inflation there. Also, on the commercial side, say, relative to personal insurance, you've got to think about the impact on a mix-adjusted basis. So you've got the casualty and the property in there. You don't see this cost-of-good-sold type of inflation so much on the casualty side. And while we did see a little of it on the commercial side, there was an offsetting frequency benefit, as you heard both Greg and Dan talk about. It's not that we don't see it. It's not that we're not aware of it, but we expected some, and it just doesn't have the same overall impact on that segment.",positive,0.489,neutral,0.663,neutral,0.838,positive,0.885,positive,0.886,positive,0.974,10,0.489,0.0,0.0,0.885,0.886,0.974,4.806,0.0,1.169,8.546,8.864,9.565999999999999,0,0,0,0,0,0
TRV,2021,3,2879.178,2967.109,2021-10-19 09:47:28.075000-04:00,2021-10-19 09:47:59.178000-04:00,2021-10-19 09:47:59.178000-04:00,2021-10-19 09:49:27.109000-04:00,QA,Jimmy Volar,"Analyst, JP Morgan","Okay. And if I could just ask one more. On personal auto, I think you were talking about sort of thinking about raising prices on the call last quarter as well. It doesn't seem like any of that was in your results this quarter. Have you already started implementing price hikes, or is it more ??Is more of the benefit going to flow through in 2022, just given the timing of getting permission and then implementing those?",Michael Klein,"President, Personal Insurance","Sure, Jimmy. It's Michael. I think, first of all, we would not have expected any rate increases to take effect this quarter. As we talked about it last quarter, we were beginning to process the seeking rate, which means we've got to put together the filing package. We've got to file that with the state. We've got to negotiate with the state. We've got to get it approved. We've got an agree upon an effective date, which is always in the future from the date you get the approval. So there's a fairly long tail on the front end of any rate filing process up or down. And so we really wouldn't have expected any of those increases to take effect in the third quarter. As I mentioned, we've got 40 planned over the course of the next three quarters. And a couple, two or three, will likely take effect this month. Several, call it another handful, will take effect probably before year end. Again, all subject to getting approvals from the states that we are working towards those effective dates with. And then the remainder will be in the first or second quarter of next year. The few that we have likely to take effect in the back half of this year will represent, you know, 25, 30 percent of the written premium volume we have across the country. So it's a relatively small number, but it You know, it should be impactful on a written basis. But again, I'll just caution you, it takes time for that to earn into the book. But we've started and we are making progress.",positive,0.504,neutral,0.688,neutral,0.685,positive,0.95,positive,0.861,positive,0.979,11,0.504,0.0,0.0,0.95,0.861,0.979,5.31,0.0,1.169,9.496,9.725,10.545,0,0,0,0,0,0
TRV,2021,3,3009.007,3046.842,2021-10-19 09:49:27.109000-04:00,2021-10-19 09:50:09.007000-04:00,2021-10-19 09:50:09.007000-04:00,2021-10-19 09:50:46.842000-04:00,QA,Paul Newsome,"Analyst, Piper Sandler","Good morning. Thanks for the call, everyone. I wanted to ask about social inflation and if you believe or how we should think about the mechanism of, you know, sort of regular CPI inflation creeping into the social inflation side of it. Is it something where, you know, we should expect some sort of lag there as courts, you know, assess the damages over time?",Alan Schnitzer,Chairman and CEO,"Paul, good morning. I don't think it's entirely unrelated or uncorrelated, but I think it's less leveraged. I think of social inflation as being driven more by things like aggressive tactics by the plaintiff's bar and advertising and litigation finance, things like that. Now, of course, the whole debate on damages in any case starts with the underlying compensable damages, and to the extent there's inflation in that, maybe the starting point goes up a little bit. So not completely uncorrelated, but also not so leveraged.",positive,0.521,neutral,0.64,neutral,0.871,positive,0.604,positive,0.822,positive,0.88,12,0.521,0.0,0.0,0.604,0.822,0.88,5.8309999999999995,0.0,1.169,10.1,10.547,11.425,0,0,0,0,0,0
TRV,2021,3,3073.373,3204.99,2021-10-19 09:50:46.842000-04:00,2021-10-19 09:51:13.373000-04:00,2021-10-19 09:51:13.373000-04:00,2021-10-19 09:53:24.990000-04:00,QA,Paul Newsome,"Analyst, Piper Sandler","Great. And then my second question, unrelated to auto, it's not a question. There seems to be efforts in the industry to effectively replace credit scoring with telematics and not just using together. What do you think of those efforts, and is that something that Travelers has a particular view on?",Michael Klein,"President, Personal Insurance","Sure, Paul. It's Michael. Certainly, there are conversations that link the two. I guess I'd start by separating the two, right? There are certainly conversations with state regulators and a handful, I would say, that are talking about and are actively pursuing the removal of credit scoring as a variable in pricing auto insurance. The two most notable are Washington and Colorado. Colorado has a bill that was approved by the state legislature that's in the rulemaking process around removing credit score in that state. In the state of Washington, again, pretty widely followed, but Commissioner Kreidler issued an emergency rule to ban the use of credit scoring in auto insurance. That emergency rule was actually just overturned by a judge in Washington earlier this month. And so, you know, we're in the process, and the overturn by the judge is now being challenged by the commissioner. So there's a back and forth in Washington. Those are probably the two most widely viewed views on credit scoring. As respects credit scoring in telematics, what we would say is, first of all, credit is a powerful variable in pricing auto insurance. It's very predictive of claim experience, and if you remove it, then you're You have subsidization in your rate plan between higher risk drivers and lower risk drivers. And in fact, in the context of a telematics program, the credit score and the telematics data are powerful together. If you're in a situation where you don't have credit and can't use credit, telematics is very valuable, probably becomes increasingly valuable And in that kind of a world, we're encouraged by the capability we've got, the tools we have, the success of our IntelliDrive program, and the power that it has in segmenting loss experience and helping us segment pricing.",positive,0.618,neutral,0.658,neutral,0.58,positive,0.924,positive,0.914,positive,0.971,13,0.618,0.0,0.0,0.924,0.914,0.971,6.449,0.0,1.169,11.024000000000001,11.461,12.395999999999999,0,0,0,0,0,0
TRV,2021,3,3213.954,3248.54,2021-10-19 09:53:24.990000-04:00,2021-10-19 09:53:33.954000-04:00,2021-10-19 09:53:33.954000-04:00,2021-10-19 09:54:08.540000-04:00,QA,Paul Newsome,"Analyst, Piper Sandler",It sounds like you're agnostic to the use in general.,Alan Schnitzer,Chairman and CEO,"Paul, I wouldn't say we're necessarily agnostic. I think, as Michael pointed out, it is highly predictive. And so, you know, we support or promote risk-based pricing. But, you know, you end up with some subsidization. And so it is what it is. You know, the fact is we compete without it in places like California just fine, and we'll continue to compete without it. And, you know, in that world, having the data and scale to invest in other rating companies Methodologies is important, and we think we have that. So I think either way would be just fine.",positive,0.6,neutral,0.606,neutral,0.545,positive,0.544,positive,0.783,positive,0.975,14,0.6,0.0,0.0,0.544,0.783,0.975,7.0489999999999995,0.0,1.169,11.568,12.244,13.371,0,0,0,0,0,0
TRV,2021,3,3300.773,3357.791,2021-10-19 09:54:08.540000-04:00,2021-10-19 09:55:00.773000-04:00,2021-10-19 09:55:00.773000-04:00,2021-10-19 09:55:57.791000-04:00,QA,Josh Shanker,"Analyst, Bank of America","Thank you for taking my question. Guess what? More personal auto. I apologize. I'm just wondering, it looked like that used car severity peaked in May and then again in September. And vehicle traffic levels seemed to get back to normal by about May, yet the 2Q loss ratio in personal auto was materially higher than the, actually the 3Q was materially higher than the 2Q loss ratio. Is there any intra-year development in that? what's the difference between the 2Q and 3Q loss experience you guys had?",Dan Fry,Chief Financial Officer,"Josh, I would say the difference is sort of precisely what you just described. So you talked about driving levels in May, which is partway through Q2. You talked about severity in May, which is partway through Q2. And so as we talked about in the second quarter, We saw frequency trending toward pre-pandemic levels throughout the quarter, which means it was below at the beginning of the quarter. And similarly, some of the severity impacts we've been describing really started to impact the results in the back half of Q2 and into Q3. So that's really, I think, what's going on there. And, Dan, no intra-period or intra-year adjustments to talk about, right? Yeah, Josh, it's not a catch. consistent with what we had coming out of the second quarter. It's really the difference of a full quarter of the higher frequency and severity Q3 versus Q2.",positive,0.49,neutral,0.706,neutral,0.826,positive,0.947,positive,0.808,positive,0.969,15,0.49,0.0,0.0,0.947,0.808,0.969,7.539,0.0,1.169,12.515,13.052,14.34,0,0,0,0,0,0
