tic,year,quarter,timestamp_p,section,section_id,speaker_name_P,speaker_title_P,presentation_text,finberttone_expected_value,finberttone_cumulative_tone,finberttone_change_point
RFIL,2021,2,898.103,Pre,110,Peter Yin,"Senior Vice President and CFO, RF Industries",This concludes my discussion.,-2.23E-05,43.59928769,0
RFIL,2021,3,6.474,Pre,1,Operator,Conference Operator,"Good day, ladies and gentlemen, and welcome to the RF Industries third quarter fiscal 2021 financial results conference call.",0.000246922,0.000246922,0
RFIL,2021,3,12.459,Pre,2,Operator,Conference Operator,"All lines have been placed on a listen-only mode, and the floor will be open for your questions and comments following the presentation.",-5.66E-07,0.000246356,0
RFIL,2021,3,17.143,Pre,3,Operator,Conference Operator,"At this time, it is my pleasure to turn the floor over to Mr.",-0.005900758,-0.005654402,0
RFIL,2021,3,19.245,Pre,4,Operator,Conference Operator,Todd Curley of MKR Investor Relations.,-0.00019177,-0.005846172,0
RFIL,2021,3,21.187,Pre,5,Operator,Conference Operator,"Sir, the floor is yours.",-0.000735987,-0.00658216,0
RFIL,2021,3,23.327,Pre,6,Todd Curley,"Investor Relations, MKR Investor Relations","Thank you, operator.",0.141972662,0.135390502,0
RFIL,2021,3,30.432,Pre,7,Todd Curley,"Investor Relations, MKR Investor Relations",Good afternoon and welcome to RF Industries' third quarter fiscal 2021 financial results conference call.,0.001533157,0.136923659,0
RFIL,2021,3,39.418,Pre,8,Todd Curley,"Investor Relations, MKR Investor Relations",With me on today's call are RF Industries President and CEO Rob Dawson and Senior Vice President and Chief Financial Officer Peter Yen.,-3.11E-06,0.136920552,0
RFIL,2021,3,43.881,Pre,9,Todd Curley,"Investor Relations, MKR Investor Relations","Before I turn the call over to Rob and Peter, I'd like to cover a few quick items.",-0.000145328,0.136775225,0
RFIL,2021,3,49.765,Pre,10,Todd Curley,"Investor Relations, MKR Investor Relations","This afternoon, RF Industries issued a press release announcing its third quarter fiscal 2021 financial results.",-2.11E-05,0.136754172,0
RFIL,2021,3,54.64,Pre,11,Todd Curley,"Investor Relations, MKR Investor Relations",That release is available on the company's website at RFIndustries.com.,7.89E-07,0.13675496,0
RFIL,2021,3,64.688,Pre,12,Todd Curley,"Investor Relations, MKR Investor Relations","This call is being broadcast live over the Internet for all interested parties, and the webcast will be archived on the investor relations page of the company's website.",2.11E-05,0.136776024,0
RFIL,2021,3,70.993,Pre,13,Todd Curley,"Investor Relations, MKR Investor Relations","I want to remind everyone that during today's call, management will make forward-looking statements that involve risks and uncertainties.",-0.031765838,0.105010186,0
RFIL,2021,3,83.125,Pre,14,Todd Curley,"Investor Relations, MKR Investor Relations","Please note that except for the historical statements, Statements on this call today may constitute forward-looking statements within the meaning of Section 21E of the Securities Exchange Act of 1934.",-0.001669475,0.10334071,0
RFIL,2021,3,93.925,Pre,15,Todd Curley,"Investor Relations, MKR Investor Relations","When used, the words anticipate, believe, expect, intend, future, and other similar expressions identify forward-looking statements.",0.066272896,0.169613606,0
RFIL,2021,3,100.67,Pre,16,Todd Curley,"Investor Relations, MKR Investor Relations",These forward-looking statements reflect management's current views with respect to future events and financial performance.,-0.000769366,0.168844241,0
RFIL,2021,3,108.245,Pre,17,Todd Curley,"Investor Relations, MKR Investor Relations","and are subject to risks and uncertainties, and actual results may differ materially from outcomes contained in any forward-looking statements.",-0.043812892,0.125031349,0
RFIL,2021,3,125.139,Pre,18,Todd Curley,"Investor Relations, MKR Investor Relations","Factors that could cause these forward-looking statements to differ from actual results include delays in development, marketing or sales of products, and other risks and uncertainties discussed in the company's periodic reports on Form 10-K and 10-Q and other filings with the Securities and Exchange Commission.",-0.996863232,-0.871831882,0
RFIL,2021,3,130.504,Pre,19,Todd Curley,"Investor Relations, MKR Investor Relations",RF Industries undertakes no obligation to update or revise any forward-looking statements.,-0.000468959,-0.872300842,0
RFIL,2021,3,136.393,Pre,20,Todd Curley,"Investor Relations, MKR Investor Relations","Additionally, throughout this call, we will be discussing certain non-GAAP financial measures.",-8.82E-05,-0.872389007,0
RFIL,2021,3,151.117,Pre,21,Todd Curley,"Investor Relations, MKR Investor Relations",Today's earnings release and the related current report form 8K describe the differences between our GAAP and non-GAAP reporting and present the reconciliation between the two for the periods reported in the release.,-0.000123602,-0.872512609,0
RFIL,2021,3,156.179,Pre,22,Todd Curley,"Investor Relations, MKR Investor Relations","I'll now turn the conference over to Rob Dawson, President and Chief Executive Officer.",-0.00126473,-0.873777338,0
RFIL,2021,3,156.899,Pre,23,Todd Curley,"Investor Relations, MKR Investor Relations",Rob?,-5.43E-05,-0.873831664,0
RFIL,2021,3,159.012,Pre,24,Rob Dawson,"President and Chief Executive Officer, RF Industries","Thank you, Todd.",0.082906753,-0.790924911,0
RFIL,2021,3,164.596,Pre,25,Rob Dawson,"President and Chief Executive Officer, RF Industries","Good afternoon, everyone, and welcome to our third quarter fiscal 2021 earnings conference call.",0.001065787,-0.789859124,0
RFIL,2021,3,175.644,Pre,26,Rob Dawson,"President and Chief Executive Officer, RF Industries","I'd like to start with a brief review of our third quarter results, then discuss what we're seeing now and what we expect going forward, before turning the call over to Peter to give more commentary on the financials.",1.10E-06,-0.789858027,1
RFIL,2021,3,184.851,Pre,27,Rob Dawson,"President and Chief Executive Officer, RF Industries","We're pleased to report strong revenue growth that exceeded our expectations for the third quarter, with increases both sequentially and year over year.",0.999999995,0.210141968,0
RFIL,2021,3,195.3,Pre,28,Rob Dawson,"President and Chief Executive Officer, RF Industries","Sales for the quarter came in just above $15 million, a sequential increase of 38% over the second quarter and up 60% from the same quarter last year.",0.999999896,1.210141864,0
RFIL,2021,3,213.206,Pre,29,Rob Dawson,"President and Chief Executive Officer, RF Industries","We continued to see signs of recovery in all markets and especially in the spend from the wireless carrier ecosystem, as evidenced by the two multi-million dollar orders that helped bring our backlog to $31.5 million at quarter end, the highest backlog in company history.",0.999999977,2.210141841,0
RFIL,2021,3,222.932,Pre,30,Rob Dawson,"President and Chief Executive Officer, RF Industries",These two sizable orders for our OptiFlex hybrid fiber cable solution were the latest follow-on orders from our new Tier 1 wireless carrier customer.,0.428602277,2.638744117,0
RFIL,2021,3,230.02,Pre,31,Rob Dawson,"President and Chief Executive Officer, RF Industries",These orders highlight the increasing demand for our product offerings as wireless carriers accelerate their network build-outs.,0.999999888,3.638744006,0
RFIL,2021,3,247.197,Pre,32,Rob Dawson,"President and Chief Executive Officer, RF Industries","As I mentioned on our last call, We'd never done direct business with this specific Tier 1 customer prior to last quarter, so I'd like to give kudos to our sales team, specifically our custom cable team at Cables Unlimited in Long Island, for breaking through and getting this moving.",-2.28E-06,3.638741726,0
RFIL,2021,3,254.679,Pre,33,Rob Dawson,"President and Chief Executive Officer, RF Industries",Our ability to deliver significant product to this customer is also opening up new opportunities with them and in the market overall.,0.999999881,4.638741608,0
RFIL,2021,3,263.201,Pre,34,Rob Dawson,"President and Chief Executive Officer, RF Industries","Looking at our total revenue for the third quarter, it's worth highlighting that only a few million dollars came from these recent Tier 1 carrier orders.",-0.000591848,4.63814976,0
RFIL,2021,3,266.316,Pre,35,Rob Dawson,"President and Chief Executive Officer, RF Industries",reflecting a healthy recovery in our entire business.,0.999999994,5.638149754,0
RFIL,2021,3,283.685,Pre,36,Rob Dawson,"President and Chief Executive Officer, RF Industries","As I've said several times before, significant project wins like this layered on top of our higher sales run rate through both our core OEM customers and our strong distribution partners give us confidence that our combined product platform is a springboard for future revenue growth.",0.999999988,6.638149742,0
RFIL,2021,3,292.59,Pre,37,Rob Dawson,"President and Chief Executive Officer, RF Industries","Across the overall company, we've made an investment in our sales and business development organization over the past year, and we're pleased with the momentum that we're gaining.",0.999999995,7.638149737,0
RFIL,2021,3,300.116,Pre,38,Rob Dawson,"President and Chief Executive Officer, RF Industries",We're doing business on one product or another or multiple products with every one of the companies in the wireless tier one ecosystem.,-2.10E-06,7.638147636,0
RFIL,2021,3,306.039,Pre,39,Rob Dawson,"President and Chief Executive Officer, RF Industries",Some of this is direct and much of it runs through our distribution channels and related paths to market.,-3.24E-06,7.638144393,0
RFIL,2021,3,315.926,Pre,40,Rob Dawson,"President and Chief Executive Officer, RF Industries","We now have products of various types actively shipping into every wireless tier one carrier's network, as well as many of the largest tower and neutral host companies.",6.47E-07,7.63814504,0
RFIL,2021,3,325.698,Pre,41,Rob Dawson,"President and Chief Executive Officer, RF Industries","While not all of these are meaningful dollars yet, We're talking to just about everybody in the carrier ecosystem at many levels as a result of our increased investment in sales.",0.013239546,7.651384586,0
RFIL,2021,3,333.386,Pre,42,Rob Dawson,"President and Chief Executive Officer, RF Industries","Looking at some of our product areas and market segments, our core distribution business remains healthy and diverse and continues to grow.",0.999999895,8.651384482,0
RFIL,2021,3,342.795,Pre,43,Rob Dawson,"President and Chief Executive Officer, RF Industries",Our RF coaxial cable and connector products and RC Enterprises fast-turn fiber products together make up our primary offer sold through distribution.,8.37E-06,8.651392855,0
RFIL,2021,3,355.437,Pre,44,Rob Dawson,"President and Chief Executive Officer, RF Industries","As I've noted before, during the past few years, we have successfully strengthened and increased the diversity of our distribution channels, and this business continues to provide a solid, increasing baseline of sales.",0.999999997,9.651392852,0
RFIL,2021,3,366.681,Pre,45,Rob Dawson,"President and Chief Executive Officer, RF Industries","In our OEM and industrial markets, which are primarily serviced out of our Northeast facilities, we saw sales grow in the quarter and continue to see a return to more normalized levels.",0.999999986,10.65139284,0
RFIL,2021,3,375.76,Pre,46,Rob Dawson,"President and Chief Executive Officer, RF Industries","As a reminder, this business is another part of that increasing baseline of core revenue, that we can build on top of with large, long-term project wins.",0.99999796,11.6513908,0
RFIL,2021,3,385.645,Pre,47,Rob Dawson,"President and Chief Executive Officer, RF Industries","Turning to our small cell and DAC thermal cooling offerings, these are still huge opportunities that we expect will increase sales in the remainder of the year and beyond.",0.999999699,12.6513905,0
RFIL,2021,3,391.188,Pre,48,Rob Dawson,"President and Chief Executive Officer, RF Industries","Our ShropTech business, where these products reside, saw improved sales during the third quarter.",0.999999982,13.65139048,0
RFIL,2021,3,395.47,Pre,49,Rob Dawson,"President and Chief Executive Officer, RF Industries","The pipeline continues to build, and we have a strong backlog of orders.",0.999999996,14.65139048,0
RFIL,2021,3,403.126,Pre,50,Rob Dawson,"President and Chief Executive Officer, RF Industries","We have product actively shipping to several small cell players, as well as ongoing discussions regarding future deployments with others.",2.08E-05,14.65141131,0
RFIL,2021,3,409.19,Pre,51,Rob Dawson,"President and Chief Executive Officer, RF Industries","We're starting field trials with a few large customers, and some smaller projects are also moving forward.",1.90E-05,14.65143029,0
RFIL,2021,3,413.833,Pre,52,Rob Dawson,"President and Chief Executive Officer, RF Industries",But we still haven't seen the significant upside with this business that we expect will come.,-0.522022707,14.12940758,0
RFIL,2021,3,421.759,Pre,53,Rob Dawson,"President and Chief Executive Officer, RF Industries","We continue to believe that a significant increase in spend around 5G infrastructure is not a matter of if, but rather a matter of when.",-0.000799237,14.12860835,0
RFIL,2021,3,430.483,Pre,54,Rob Dawson,"President and Chief Executive Officer, RF Industries","And with both our offers, and our customer relationships were more strongly positioned now for long-term growth once the widespread rollout does occur.",0.999999998,15.12860834,0
RFIL,2021,3,444.994,Pre,55,Rob Dawson,"President and Chief Executive Officer, RF Industries","In addition, we continue to see a significant opportunity for our DAC thermal cooling offering, which plays in both traditional wireline and wireless carriers, as well as in market segments like cable operators and mobile edge computing providers.",0.999999629,16.12860797,0
RFIL,2021,3,459.425,Pre,56,Rob Dawson,"President and Chief Executive Officer, RF Industries","Our thermal cooling solutions enable us to offer a definitive value proposition centered on a better design and clear cost and energy savings, and is allowing us to initiate a different kind of sales conversation with a new set of customers.",0.999999486,17.12860746,0
RFIL,2021,3,468.79,Pre,57,Rob Dawson,"President and Chief Executive Officer, RF Industries","In addition to our current offerings, we've also been driving development of a full line of next-generation products for the small cell and DAC markets.",0.067828659,17.19643612,0
RFIL,2021,3,477.295,Pre,58,Rob Dawson,"President and Chief Executive Officer, RF Industries","Some of these new products are already in lab trials or field trials with multiple customers, and we expect to bring them to market more broadly in the next few quarters.",0.002592046,17.19902816,0
RFIL,2021,3,486.599,Pre,59,Rob Dawson,"President and Chief Executive Officer, RF Industries","Turning to M&A, as I've said before, we remain committed to M&A this year, and our plan is to make an acquisition of a much more meaningful size.",0.001480271,17.20050844,0
RFIL,2021,3,494.864,Pre,60,Rob Dawson,"President and Chief Executive Officer, RF Industries","While I have no specific update to share today, we continue to add to a growing pipeline of potential candidates and remain extremely active in our conversations.",0.999948715,18.20045715,0
RFIL,2021,3,500.928,Pre,61,Rob Dawson,"President and Chief Executive Officer, RF Industries","In summary, our core distribution business is healthy, diverse, and growing.",0.999999755,19.20045691,0
RFIL,2021,3,508.533,Pre,62,Rob Dawson,"President and Chief Executive Officer, RF Industries",Our core industrial and OEM segments are returning to growth with existing customers while also adding some nice new opportunities to the mix.,0.999999982,20.20045689,0
RFIL,2021,3,521.582,Pre,63,Rob Dawson,"President and Chief Executive Officer, RF Industries","We're seeing increased spend from the wireless carrier ecosystem, as evidenced by the multimillion-dollar orders for OptiFlex hybrid fiber solutions we received during the quarter and our increasing pipeline of opportunities.",0.999999377,21.20045626,0
RFIL,2021,3,531.344,Pre,64,Rob Dawson,"President and Chief Executive Officer, RF Industries","We're actively engaged with a majority of the Tier 1, Tier 2, and Tier 3 companies in the carrier ecosystem as a result of the investments in our go-to-market capabilities.",0.003089026,21.20354529,0
RFIL,2021,3,538.066,Pre,65,Rob Dawson,"President and Chief Executive Officer, RF Industries",We have the right products and a growing opportunity to expand further into this market with our enhanced product offerings.,0.999999996,22.20354529,0
RFIL,2021,3,544.002,Pre,66,Rob Dawson,"President and Chief Executive Officer, RF Industries","All of this has resulted in a record backlog, which gives us a nice tailwind in coming quarters.",0.999999991,23.20354528,0
RFIL,2021,3,546.643,Pre,67,Rob Dawson,"President and Chief Executive Officer, RF Industries",And we have a terrific balance sheet.,0.999999994,24.20354527,0
RFIL,2021,3,559.988,Pre,68,Rob Dawson,"President and Chief Executive Officer, RF Industries","So with our large backlog and continued sales momentum, we anticipate a strong finish to the fiscal year, with fourth quarter sales expected to come in higher than the third quarter and clearly exceeding our previous expectations.",0.999999998,25.20354527,0
RFIL,2021,3,574.479,Pre,69,Rob Dawson,"President and Chief Executive Officer, RF Industries","As a matter of fact, at this point in our current fiscal fourth quarter, with half the quarter to go, our year-to-date 2021 revenue already exceeds our full fiscal 2020 total revenue, which is great news.",0.999006329,26.2025516,0
RFIL,2021,3,581.302,Pre,70,Rob Dawson,"President and Chief Executive Officer, RF Industries","With that, I'll now turn the call over to Peter for a review and discussion of the financial results for the quarter.",-0.000298651,26.20225295,0
RFIL,2021,3,582.382,Pre,71,Rob Dawson,"President and Chief Executive Officer, RF Industries",Peter?,-3.66E-05,26.20221632,0
RFIL,2021,3,585.203,Pre,72,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries","Thank you, Rob, and good afternoon, everyone.",0.076996817,26.27921314,0
RFIL,2021,3,593.684,Pre,73,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries","As Rob mentioned, in Q3, we saw increased demand and positive momentum as business activity in our markets continued to improve.",0.999999993,27.27921314,0
RFIL,2021,3,602.226,Pre,74,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries",Sales in the third quarter at $15.3 million were up 38% sequentially and up 60% year over year.,0.999999754,28.27921289,0
RFIL,2021,3,614.008,Pre,75,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries","The increase in our third quarter revenue reflects improvement in all our product areas, including core distribution business, OEM business, and our project revenue from wireless carrier customers.",0.999999998,29.27921289,0
RFIL,2021,3,624.653,Pre,76,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries","As we noted in our earnings press release, Our third quarter financial results include the impact of approximately $800,000 in employee retention credits that we recognized.",-0.001377168,29.27783572,0
RFIL,2021,3,632.996,Pre,77,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries",The majority of these employee retention credits positively impacted our cost of goods sold as they related to our production workers.,0.999990274,30.27782599,0
RFIL,2021,3,642.98,Pre,78,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries","Gross profit margin was 33%, which includes the impact of the ERC received during the quarter, excluding the impact of ERC.",-4.77E-06,30.27782122,0
RFIL,2021,3,644.931,Pre,79,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries",Gross profit margin was 28%.,0.004503864,30.28232508,0
RFIL,2021,3,649.087,Pre,80,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries",up from 27% in the preceding second quarter.,0.999989398,31.28231448,0
RFIL,2021,3,662.055,Pre,81,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries","While this represents a sequential improvement, we believe there is room to further increase our gross margins from improved product mix of our higher margin small-cell and DAC offerings.",0.999999993,32.28231448,0
RFIL,2021,3,671.081,Pre,82,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries","The pipeline for these particular products continues to grow, though, as we mentioned previously, we have not yet seen the expected revenue increases.",0.999870031,33.28218451,0
RFIL,2021,3,673.622,Pre,83,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries",Operating income was $1.2 million.,-0.000559099,33.28162541,0
RFIL,2021,3,678.076,Pre,84,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries",which excludes the impact of the ERC.,0.000104545,33.28172995,0
RFIL,2021,3,692.661,Pre,85,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries","With the increase in sales that we experienced during the quarter, comparisons to the prior quarter were all favorable, whether looking at net income, EPS, or adjusted EBITDA, once we removed the impact of the ERC and PPP.",0.999999446,34.2817294,0
RFIL,2021,3,699.644,Pre,86,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries",Our balance sheet remained strong and included cash and cash equivalents of $12.6 million and working capital of $30.6 million at the end of the quarter.,0.999999633,35.28172903,0
RFIL,2021,3,715.548,Pre,87,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries","Although cash was down from the preceding quarter by $2.2 million, this is primarily due to the timing of accounts receivable collections as we saw our balance increase by $4.2 million.",-0.158567043,35.12316199,0
RFIL,2021,3,722.452,Pre,88,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries","As well, the cash balance here does not yet include a portion of the ERC credit that we received.",-1.31E-05,35.12314887,0
RFIL,2021,3,730.177,Pre,89,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries","The receivable related to the ERC is included as part of our other current assets, which is approximately $2.8 million.",-0.00046771,35.12268116,0
RFIL,2021,3,740.01,Pre,90,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries",We continue to see momentum build around new business as evidenced by our improved bookings and growth in our backlog in the quarter.,0.999999997,36.12268116,0
RFIL,2021,3,749.753,Pre,91,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries","At the end of Q3, backlog was a company record $31.5 million on third quarter bookings of $31.2 million.",0.999990154,37.12267131,0
RFIL,2021,3,754.514,Pre,92,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries",This is up from $15.6 million in backlog last quarter.,0.496240105,37.61891142,0
RFIL,2021,3,759.535,Pre,93,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries","Since quarter end, our backlog remains strong and currently stands at $27.2 million.",0.999999895,38.61891131,0
RFIL,2021,3,769.924,Pre,94,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries",We expect a strong finish to the fiscal year with fourth quarter sales above the third quarter and exceeding our previous expectations.,0.999999999,39.61891131,0
RFIL,2021,3,772.646,Pre,95,Peter Yen,"Senior Vice President and Chief Financial Officer, RF Industries",That concludes my discussion.,8.93E-06,39.61892024,0
RFIL,2021,4,7.392,Pre,1,Operator,Conference Call Operator,"Good day, ladies and gentlemen, and welcome to the RF Industries fourth quarter and fiscal 2021 financial results conference call.",0.000205774,0.000205774,0
RFIL,2021,4,13.815,Pre,2,Operator,Conference Call Operator,"All lines have been placed on the listen-only mode, and the floor will be open for your questions and comments following the presentation.",-6.12E-07,0.000205162,0
RFIL,2021,4,18.257,Pre,3,Operator,Conference Call Operator,"At this time, it is my pleasure to turn the floor over to Mr.",-0.005900758,-0.005695596,0
RFIL,2021,4,20.919,Pre,4,Operator,Conference Call Operator,Todd Kearley of MKR Investor Relations.,-0.000212483,-0.005908078,0
RFIL,2021,4,23.22,Pre,5,Operator,Conference Call Operator,"Sir, the floor is yours.",-0.000735987,-0.006644066,0
RFIL,2021,4,25.133,Pre,6,Todd Kearley,"Investor Relations, MKR Investor Relations","Thank you, operator.",0.141972662,0.135328596,0
RFIL,2021,4,31.356,Pre,7,Todd Kearley,"Investor Relations, MKR Investor Relations",Good morning and welcome to RF Industries' fourth quarter and fiscal 2021 financial results conference call.,0.001003116,0.136331712,0
RFIL,2021,4,39.781,Pre,8,Todd Kearley,"Investor Relations, MKR Investor Relations",With me on today's call are RF Industries President and CEO Rob Dawson and Senior Vice President and Chief Financial Officer Peter Yin.,-8.81E-06,0.136322907,0
RFIL,2021,4,44.183,Pre,9,Todd Kearley,"Investor Relations, MKR Investor Relations","Before I turn the call over to Rob and Peter, I'd like to cover a few quick items.",-0.000145328,0.136177579,0
RFIL,2021,4,50.706,Pre,10,Todd Kearley,"Investor Relations, MKR Investor Relations","This morning, RF Industries issued a press release announcing its fourth quarter and full year fiscal 2021 financial results.",-6.66E-06,0.136170916,0
RFIL,2021,4,55.521,Pre,11,Todd Kearley,"Investor Relations, MKR Investor Relations",That release is available on the company's website at rfindustries.com.,7.89E-07,0.136171704,0
RFIL,2021,4,65.669,Pre,12,Todd Kearley,"Investor Relations, MKR Investor Relations","This call is being broadcast live over the internet for all interested parties, and the webcast will be archived on the investor relations page of the company's website.",2.11E-05,0.136192768,0
RFIL,2021,4,72.755,Pre,13,Todd Kearley,"Investor Relations, MKR Investor Relations","I want to remind everyone that during today's call, management will make forward-looking statements that involve risks and uncertainties.",-0.031765838,0.10442693,0
RFIL,2021,4,84.548,Pre,14,Todd Kearley,"Investor Relations, MKR Investor Relations","Please note that except for the historical statements, Statements on this call today may constitute forward-looking statements within the meaning of Section 21E of the Securities Exchange Act of 1934.",-0.001669475,0.102757454,0
RFIL,2021,4,95.36,Pre,15,Todd Kearley,"Investor Relations, MKR Investor Relations","When used, the words anticipate, believe, expect, intend, future, and other similar expressions identify forward-looking statements.",0.066272896,0.16903035,0
RFIL,2021,4,109.038,Pre,16,Todd Kearley,"Investor Relations, MKR Investor Relations","These forward-looking statements reflect management's current views with respect to future events and financial performance, and are subject to risks and uncertainties and actual results may differ materially from outcomes contained in any forward-looking statements.",-0.031313812,0.137716538,0
RFIL,2021,4,126.451,Pre,17,Todd Kearley,"Investor Relations, MKR Investor Relations","Factors that could cause these forward-looking statements to differ from actual results include delays in development, marketing, or sales of products, and other lists and uncertainties discussed in the company's periodic reports on Form 10-K and 10-Q and other filings with the Securities Exchange Commission.",-0.997631448,-0.85991491,0
RFIL,2021,4,132.196,Pre,18,Todd Kearley,"Investor Relations, MKR Investor Relations",RF Industries undertakes no obligation to update or revise any forward-looking statements.,-0.000468959,-0.860383869,0
RFIL,2021,4,137.405,Pre,19,Todd Kearley,"Investor Relations, MKR Investor Relations","Additionally, throughout this call, we'll be discussing certain non-GAAP financial measures.",-4.66E-05,-0.860430451,0
RFIL,2021,4,150.13,Pre,20,Todd Kearley,"Investor Relations, MKR Investor Relations",Today's earnings release and the related current report on Form 8K describe the differences between our GAAP and non-GAAP reporting and present the reconciliation between the two for the periods reported in the release.,-0.000111942,-0.860542393,0
RFIL,2021,4,155.372,Pre,21,Todd Kearley,"Investor Relations, MKR Investor Relations","With that, I'll now turn the call over to Rob Dawson, President and Chief Executive Officer.",-0.000931712,-0.861474105,0
RFIL,2021,4,156.173,Pre,22,Todd Kearley,"Investor Relations, MKR Investor Relations",Rob?,-5.43E-05,-0.86152843,0
RFIL,2021,4,158.474,Pre,23,Rob Dawson,"President and Chief Executive Officer, RF Industries","Thank you, Todd.",0.082906753,-0.778621677,0
RFIL,2021,4,160.839,Pre,24,Rob Dawson,"President and Chief Executive Officer, RF Industries",Bright and early on the West Coast this morning.,0.297440797,-0.48118088,0
RFIL,2021,4,161.519,Pre,25,Rob Dawson,"President and Chief Executive Officer, RF Industries","Good morning, everyone.",0.500621597,0.019440717,0
RFIL,2021,4,164.501,Pre,26,Rob Dawson,"President and Chief Executive Officer, RF Industries",Welcome to our fourth quarter and year-end earnings conference call.,0.000209243,0.01964996,1
RFIL,2021,4,175.987,Pre,27,Rob Dawson,"President and Chief Executive Officer, RF Industries",I'd like to start with a brief review of our fourth quarter and full year results and then discuss what we're seeing now in the market and what we expect going forward before turning the call over to Peter to give more commentary on the financials.,2.06E-06,0.019652019,0
RFIL,2021,4,184.032,Pre,28,Rob Dawson,"President and Chief Executive Officer, RF Industries","Starting with the fourth quarter, we're pleased to report our third consecutive quarter of strong sequential and year-over-year revenue growth.",0.999999997,1.019652015,0
RFIL,2021,4,193.846,Pre,29,Rob Dawson,"President and Chief Executive Officer, RF Industries","Sales for the quarter came in at $21.1 million, a sequential increase of 38% over the third quarter and up 97% year-over-year.",0.999999895,2.01965191,0
RFIL,2021,4,208.155,Pre,30,Rob Dawson,"President and Chief Executive Officer, RF Industries","On the bottom line, we generated net income of just over $800,000, non-GAAP net income of $1.1 million, and adjusted EBITDA of $1.5 million, all of which were up significantly on a year-over-year basis.",0.99999975,3.01965166,0
RFIL,2021,4,219.664,Pre,31,Rob Dawson,"President and Chief Executive Officer, RF Industries","It's important to note that Q4 also included several one-time charges related to our seasonal year-end performance-based compensation, as well as one-time charges related to M&A activity.",-0.047553553,2.972098108,0
RFIL,2021,4,222.925,Pre,32,Rob Dawson,"President and Chief Executive Officer, RF Industries",Peter will have more information on that in a few minutes.,-1.45E-05,2.972083561,0
RFIL,2021,4,242.528,Pre,33,Rob Dawson,"President and Chief Executive Officer, RF Industries","For the full year, sales were up 33% over the prior fiscal year to $57.4 million, and we generated net income of $6.2 million, non-GAAP net income of $7.1 million, and adjusted EBITDA of $2.7 million, all up solidly year over year.",0.999999897,3.972083458,0
RFIL,2021,4,251.174,Pre,34,Rob Dawson,"President and Chief Executive Officer, RF Industries","We saw strong growth in all of our markets and channels for both the quarter and the full fiscal year, reflecting a healthy recovery in our entire business.",0.999999997,4.972083455,0
RFIL,2021,4,257.179,Pre,35,Rob Dawson,"President and Chief Executive Officer, RF Industries",We're pleased to be getting back to the growth plan we laid out in our long-term plan a few years back.,0.999999998,5.972083452,0
RFIL,2021,4,266.727,Pre,36,Rob Dawson,"President and Chief Executive Officer, RF Industries","While we had to pause a bit this past fiscal year under the operational challenges we encountered around the COVID pandemic, we're back to it and feel good about the way we're performing.",0.999999297,6.972082749,0
RFIL,2021,4,272.76,Pre,37,Rob Dawson,"President and Chief Executive Officer, RF Industries",and we expect more growth as we execute our plan to scale our business both organically and through M&A.,0.999999389,7.972082138,0
RFIL,2021,4,274.541,Pre,38,Rob Dawson,"President and Chief Executive Officer, RF Industries",More on that in a moment.,-9.44E-05,7.971987707,0
RFIL,2021,4,282.926,Pre,39,Rob Dawson,"President and Chief Executive Officer, RF Industries","As I noted last call, we continue to see signs of recovery in all markets and especially in the spending from the wireless carrier ecosystem.",0.999994845,8.971982552,0
RFIL,2021,4,290.042,Pre,40,Rob Dawson,"President and Chief Executive Officer, RF Industries","Over the past couple of quarters, we announced several multimillion-dollar orders from a new Tier 1 wireless carrier customer.",0.029223145,9.001205696,0
RFIL,2021,4,297.744,Pre,41,Rob Dawson,"President and Chief Executive Officer, RF Industries",These orders helped to bring our backlog to $33.3 million at the end of our fiscal year on October 31st.,0.9999679,10.0011736,0
